id:ID,name_ko,name_en,category,origin,definition,:LABEL
escape-hatch,탈출구 패턴,Escape Hatch,design,소프트웨어 공학 일반,"고수준 추상화가 못 다루는 예외 상황을 위해 저수준 원시 접근을 제한적으로 열어 두는 설계 패턴. browser_cdp 도구가 대표 사례입니다. 예시: 고수준 브라우저 도구가 다루지 못하는 1%의 상황을 위해 browser_cdp라는 저수준 문을 열어 두되, 화이트리스트로 통제합니다.",Content
conventional-commits,컨벤셔널 커밋,Conventional Commits,design,2017,"`fix(scope):`, `feat(scope):`처럼 커밋 메시지에 유형과 범위를 규격화해 적는 관례. 변경 이력 자동 분류와 릴리스 노트 생성을 돕습니다.",Content
cron,크론 (예약 작업),Cron / Scheduled Tasks,ops,1975(UNIX),"자연어로 등록하는 예약 작업 시스템(`cron/`). ""매일 아침 9시에 뉴스 요약해 줘"" 같은 요청을 스케줄로 저장하고 때가 되면 에이전트 턴을 실행합니다. 예시: ""평일 아침 8시에 내 캘린더 요약해서 Telegram으로 보내줘""가 크론 작업으로 등록됩니다.",Content
cron-scheduler,크론 스케줄러,Cron Scheduler,ops,2025,등록된 작업의 다음 실행 시각을 계산하고 시간이 되면 실행을 트리거하는 내부 엔진(`cron/scheduler.py`).,Content
plugin,플러그인,Plugin,ops,1990년대·2025(Hermes),"코어를 수정하지 않고 기능을 확장하는 외부 모듈(`plugins/`, `~/.hermes/plugins/`). 메모리 제공자, 모델 제공자, 컨텍스트 엔진, 관측 도구 등이 플러그인으로 제공됩니다. 예시: Mem0 메모리 백엔드를 쓰고 싶으면 코어 수정 없이 plugins/memory/mem0 플러그인만 설치하면 됩니다.",Content
plugin-hook,플러그인 훅,Plugin Hooks,ops,2025,"코어가 정해진 시점(도구 실행 전후, 턴 종료 등)에 플러그인 코드를 호출해 주는 연결 지점. 구체적 소비자 없는 훅 추가는 '투기적 인프라'로 금지됩니다.",Content
observability,관측성,Observability,ops,1960(제어이론)·2010년대(SRE),"시스템 내부에서 무슨 일이 일어나는지 로그·메트릭·트레이스로 들여다보는 능력. Hermes에서는 플러그인으로 제공되며, 옵트인 없는 외부 전송은 금지됩니다. 예시: ""어제 에이전트가 왜 느렸지?""를 로그·트레이스에서 '도구 X가 30초씩 걸렸다'로 추적하는 것이 관측성입니다.",Content
acp-adapter,ACP 어댑터,ACP Adapter,ops,2025,"Hermes를 ACP 호환 에이전트로 노출하는 어댑터(`acp_adapter/`). 프로토콜 메시지는 stdout으로, 로그는 stderr로 엄격히 분리하는 것이 핵심 규율입니다.",Content
i18n,국제화 (i18n),Internationalization,ops,1990년대,UI 문자열을 여러 언어로 제공하는 체계(`agent/i18n.py`). README도 중국어·우르두어 번역본이 있습니다.,Content
batch-runner,배치 러너,Batch Runner,ops,2025,여러 작업을 병렬로 처리하는 실행기(`batch_runner.py`). 연구·평가용 대량 실행에 사용됩니다.,Content
pretraining,사전학습,Pre-training,learning,2018-06,방대한 일반 텍스트로 '다음 토큰 예측'을 학습시키는 LLM 제작의 첫 단계. 언어·지식·추론의 기반 능력이 여기서 생깁니다. 이후 파인튜닝으로 용도에 맞게 다듬습니다. 예시: GPT 계열의 'P'가 Pre-trained의 약자입니다. 수조 토큰의 웹 텍스트로 학습한 베이스 모델이 사전학습의 산출물입니다.,Content
fine-tuning,파인튜닝 (FT),Fine-Tuning,learning,2018-06,"사전학습된 모델을 특정 목적의 데이터로 추가 학습시켜 동작을 바꾸는 것. 전체 파라미터를 갱신하는 full FT는 비용이 크기 때문에, 일부만 갱신하는 PEFT가 파인튜닝의 더 특수한(상위) 방법론으로 널리 쓰입니다. 예시: 고객 상담 말투로 응답하도록 상담 대화 1만 건으로 추가 학습시키는 것이 파인튜닝입니다.",Content
instruction-tuning,지시 튜닝,Instruction Tuning,learning,2021-09,"'지시 → 올바른 수행' 쌍으로 파인튜닝해, 모델이 명령을 따르는 조수처럼 행동하게 만드는 방법. 챗봇형 모델과 베이스 모델의 차이가 대부분 여기서 나옵니다. 예시: ""다음 글을 요약해줘"" + 모범 요약 같은 데이터 수십만 건으로 학습시킵니다. Hermes가 쓰는 대화형 모델들은 모두 지시 튜닝을 거친 모델입니다.",Content
rlhf,RLHF (인간 피드백 강화학습),RLHF,learning,2017-06,"사람이 매긴 응답 선호도(A가 B보다 낫다)로 보상 모델을 만들고, 강화학습으로 모델이 선호되는 답을 내게 조정하는 파인튜닝의 상위 방법론. 유용성·무해성 정렬(alignment)의 표준 기법입니다. 예시: ChatGPT(2022)가 RLHF로 정렬된 대표 사례입니다. 이후 DPO처럼 강화학습 없이 선호를 학습하는 더 특수한 변형들이 나왔습니다.",Content
peft,PEFT (파라미터 효율 파인튜닝),Parameter-Efficient Fine-Tuning,learning,2019-02,"모델 전체가 아니라 아주 적은 수의 파라미터만 학습해 파인튜닝 효과를 내는 방법론군. 메모리·비용을 수십 분의 1로 줄입니다. LoRA가 PEFT의 가장 대표적인 상위(더 특수한) 기법입니다. 예시: 어댑터(Adapter), 프리픽스 튜닝(Prefix Tuning), LoRA가 모두 PEFT 계열입니다.",Content
lora,LoRA,Low-Rank Adaptation,learning,2021-06,"원본 가중치는 얼려 두고, 저랭크(low-rank) 행렬 두 개(A×B)만 학습해 원본에 더하는 PEFT 기법(2021). 학습 파라미터가 전체의 1% 미만이라 소비자용 GPU에서도 파인튜닝이 가능해졌습니다. 예시: 7B 모델 full FT에는 수백 GB 메모리가 필요하지만, LoRA는 수십 GB로 충분합니다. 양자화와 결합한 QLoRA는 더 특수한 상위 기법입니다.",Content
distillation,지식 증류,Knowledge Distillation,learning,2015-03,"큰 교사(teacher) 모델의 출력을 작은 학생(student) 모델이 흉내 내도록 학습시켜, 성능을 최대한 유지하며 크기를 줄이는 기법. 값싸고 빠른 보조 모델들이 흔히 이렇게 만들어집니다. 예시: GPT-4급 모델의 답변으로 소형 모델을 학습시켜 요약 전용 경량 모델을 만드는 것이 증류입니다.",Content
quantization,양자화,Quantization,learning,2015,"가중치를 16비트 대신 8/4비트 정수로 표현해 모델 크기와 메모리를 줄이는 추론 최적화. 약간의 품질 손실로 훨씬 작은 하드웨어에서 모델을 돌릴 수 있게 합니다. 예시: 70B 모델(FP16, 약 140GB)을 4비트로 양자화하면 약 40GB로 줄어 단일 GPU에 올릴 수 있습니다.",Content
open-weights,오픈 웨이트 모델,Open-Weights Model,learning,2019-02,"가중치 파일이 공개되어 누구나 내려받아 자체 서버에서 돌릴 수 있는 모델. API로만 쓰는 폐쇄 모델과 달리 데이터가 외부로 나가지 않게 운영할 수 있습니다. Hermes는 제공자 추상화 덕분에 둘 다 같은 방식으로 사용합니다. 예시: Llama, Qwen, 그리고 Hermes 프로젝트와 같은 Nous Research의 Hermes 모델 시리즈가 오픈 웨이트입니다.",Content
benchmark,벤치마크 (평가),Benchmark,learning,2018(GLUE),모델·에이전트의 능력을 표준화된 문제 집합으로 측정하는 것. 에이전트 분야에서는 실제 GitHub 이슈를 고치게 하는 SWE-bench처럼 '작업 완수율'을 재는 벤치마크가 중요해졌습니다. 예시: Hermes의 `batch_runner.py`·`mini_swe_runner.py` 같은 연구용 러너가 벤치마크 평가 실행에 쓰입니다.,Content
inference,추론 (서빙),Inference / Serving,llm,2012,"학습이 끝난 모델로 실제 출력을 생성하는 단계, 그리고 이를 API로 제공하는 것(서빙). 학습과 달리 매 요청마다 일어나므로 지연·비용 최적화가 핵심 과제입니다. 예시: OpenAI API 호출 한 번 = 추론 한 번입니다. vLLM 같은 서빙 엔진은 여러 요청을 묶어(batching) 처리량을 높입니다.",Content
latency,지연 시간,Latency,llm,컴퓨팅 일반(1960년대),"요청을 보내고 응답을 받기까지 걸리는 시간. 첫 토큰까지의 시간(TTFT)과 토큰당 생성 시간으로 나뉘며, 프롬프트 캐싱은 TTFT를, 스트리밍은 체감 지연을 줄입니다. 예시: 에이전트는 한 턴에 모델을 수십 번 호출하므로, 호출당 1초의 지연도 턴 전체로는 수십 초가 됩니다.",Content
streaming,응답 스트리밍,Streaming,llm,2020-06,"응답을 다 만들 때까지 기다리지 않고 생성되는 토큰부터 차례로 흘려보내는 방식. 체감 지연을 크게 줄이며, 전송에는 SSE 같은 스트리밍 프로토콜이 쓰입니다. 예시: ChatGPT에서 글자가 타자 치듯 나타나는 것이 스트리밍입니다. Hermes CLI의 실시간 출력도 stream_callback으로 구현됩니다.",Content
rate-limit,레이트리밋,Rate Limit,llm,2000년대(웹 API),"제공자가 분당 요청 수·토큰 수에 두는 상한. 초과하면 429 오류가 반환됩니다. Hermes는 백오프 재시도와 크리덴셜 풀 회전으로 대응합니다. 예시: 분당 100만 토큰 한도인 계정으로 대형 배치를 돌리면 429가 발생하고, 잠시 기다렸다 다시 시도해야 합니다.",Content
backoff,지수 백오프,Exponential Backoff,llm,1970년대(네트워크),"실패할 때마다 대기 시간을 2배씩 늘려가며(1초→2초→4초...) 재시도하는 표준 기법. 장애 중인 서버를 더 두드려 악화시키는 것을 막습니다. 예시: 429 응답을 받으면 1초 후 재시도, 또 실패하면 2초, 4초... 식으로 물러나는 것이 지수 백오프입니다.",Content
structured-output,구조화 출력,Structured Output,llm,2023-06,"모델 출력이 지정된 JSON Schema를 반드시 따르게 강제하는 기능. 도구 호출의 인자 생성도 본질적으로 구조화 출력입니다. 예시: ""{\""name\"": string, \""age\"": number} 형식으로만 답하라""를 스키마 수준에서 강제하면 파싱 실패가 사라집니다.",Content
constrained-decoding,제약 디코딩,Constrained Decoding,llm,2021,"샘플링 단계에서 문법(스키마)에 어긋나는 토큰의 확률을 0으로 만들어, 출력이 형식을 벗어날 수 없게 하는 구현 기법. 구조화 출력을 '검증'이 아니라 '생성 자체'에서 보장합니다. 예시: JSON을 생성하는 중 여는 따옴표 다음에는 문자열 토큰만 허용하는 식으로, 매 토큰마다 허용 집합을 계산합니다.",Content
context-caching-provider,제공자별 캐시 구현,Provider Cache Implementations,llm,2024-05,"프롬프트 캐싱의 제공자별 구현 차이. OpenAI는 자동 prefix 캐시, Anthropic은 cache_control 마커로 명시적 지정, Gemini는 별도 캐시 객체를 만듭니다. Hermes의 제공자 어댑터가 이 차이를 흡수합니다. 예시: Anthropic에서는 시스템 프롬프트 끝에 cache_control 마커를 붙여야 캐시가 적용되고, 캐시 읽기는 입력 요금의 10%로 과금됩니다.",Content
multi-agent,다중 에이전트 시스템,Multi-Agent System,agent,1980년대(DAI)·2023(LLM),"여러 에이전트가 역할을 나눠 협업하는 구조. 위임형(델리게이션), 보드형(칸반), 합의형(MoA) 등 협업 방식이 다양합니다. 예시: Hermes에서 디스패처 에이전트가 칸반 보드에 작업을 올리고 워커 에이전트들이 가져가 처리하는 구성이 다중 에이전트 시스템입니다.",Content
orchestration,오케스트레이션,Orchestration,agent,2023,"여러 에이전트·도구·단계의 실행 순서와 데이터 흐름을 조율하는 것. 중앙에서 흐름을 지휘하는 오케스트레이터가 있을 수도, 에이전트들이 자율적으로 조율할 수도 있습니다. 예시: MoA에서 제안자들에게 질문을 뿌리고 답을 모아 종합자에게 넘기는 흐름 제어가 오케스트레이션입니다.",Content
human-in-the-loop,휴먼 인 더 루프,Human-in-the-Loop,agent,1950년대(제어),에이전트의 자동 실행 흐름 중간에 사람의 확인·개입 지점을 두는 설계. 위험한 행동 전 승인(명령 승인)이 대표적입니다. 예시: Hermes가 `rm -rf` 같은 명령 앞에서 멈추고 사용자에게 y/n을 묻는 것이 휴먼 인 더 루프입니다.,Content
autonomy,자율성 수준,Autonomy Level,agent,2023,"에이전트가 사람 확인 없이 얼마나 멀리까지 스스로 진행하는가의 정도. 낮으면 안전하지만 느리고, 높으면 빠르지만 위험합니다. Hermes에서는 승인 계층~YOLO 모드 사이에서 조절합니다. 예시: '제안만 하는 코파일럿' < '승인받고 실행' < 'YOLO 모드 완전 자율' 순으로 자율성이 올라갑니다.",Content
agent-loop-termination,루프 종료 조건,Loop Termination,agent,2025,"도구 호출 루프가 멈추는 조건들: ① 모델이 도구 호출 없이 최종 답을 냄(자연 종료), ② 반복 예산 소진, ③ 오류 반복. 종료 조건 설계가 무한 루프와 미완성 답변 사이의 균형을 결정합니다. 예시: 모델이 같은 실패를 반복하며 예산만 태우는 경우, 그레이스 콜이 '지금까지의 결과로 마무리 답변'을 만들게 합니다.",Content
multimodal,멀티모달,Multimodal,llm,2021-01,"텍스트 외에 이미지·음성 등 여러 형태(모달리티)의 입력·출력을 다루는 모델·시스템. Hermes에서는 비전, STT, TTS가 각 모달리티를 담당합니다. 예시: 스크린샷을 주고 ""이 화면에서 로그인 버튼이 어디 있어?""라고 묻는 것이 멀티모달 사용입니다.",Content
vision-model,비전 모델 (VLM),Vision-Language Model,llm,2021-01,"이미지를 이해하고 텍스트로 설명·추론하는 모델. 비전 도구와 컴퓨터 사용(스크린샷 이해)의 기반입니다. 예시: GPT-4o, Claude의 이미지 입력이 VLM 기능입니다. Hermes 비전 도구는 요청을 이런 전문 모델로 라우팅합니다.",Content
stt,음성 인식 (STT),Speech-to-Text,llm,1952(오디리),음성을 텍스트로 변환하는 기술. 음성 모드의 입력 절반을 담당합니다. 예시: Whisper가 대표적인 오픈소스 STT 모델입니다.,Content
tts,음성 합성 (TTS),Text-to-Speech,llm,1968,텍스트를 음성으로 변환하는 기술. 음성 모드의 출력 절반을 담당합니다. 예시: 에이전트의 답변을 자연스러운 목소리로 읽어 주는 것이 TTS입니다.,Content
nous-portal,Nous Portal,Nous Portal,design,2025,"Nous Research가 운영하는 통합 구독 서비스. 개별 API 키를 여러 개 관리하는 대신, 포털 계정 하나로 관리형 모델·도구 접근을 제공합니다. 예시: 사용자가 OpenAI/Anthropic 키를 각각 발급받는 대신 Nous Portal 하나로 여러 모델을 쓰는 방식입니다.",Content
managed-tools,관리형 도구,Managed Tools,design,2025,로컬이 아니라 호스팅된 게이트웨이에서 원격 실행되는 도구(이미지 생성 등). 무거운 의존성·GPU가 필요한 기능을 로컬 설치 없이 제공합니다. 예시: 이미지 생성 도구는 로컬 GPU 없이 Nous Portal의 원격 실행으로 동작합니다.,Content
turn-isolation,턴 격리,Turn Isolation,design,2025,"에이전트 턴 자체를 원격 컴퓨트 호스트에서 실행하는 기능. 무거운 턴 처리를 로컬 기기에서 떼어내 확장성과 격리를 얻습니다. 예시: 노트북에서는 메시지만 주고받고, 실제 턴 실행(모델 호출+도구)은 클라우드 호스트에서 수행하는 구성입니다.",Content
skin,스킨 (CLI 테마),Skin,design,2025,CLI의 표시 스타일(색·배너·서식)을 갈아입히는 테마 시스템(`hermes_cli/`의 skin engine). 동작이 아닌 외관만 바꾸는 가장 가벼운 커스터마이징 계층입니다. 예시: 커뮤니티가 만든 스킨을 설치하면 같은 Hermes가 완전히 다른 look & feel로 보입니다.,Content
setup-wizard,설정 마법사,Setup Wizard,design,2025,"`hermes setup`으로 실행되는 대화형 초기 설정 절차. 새 기능은 원시 환경변수를 문서에 적는 대신 이 설정 UX(`hermes tools`, 자동 설치)에 통합하는 것이 규칙입니다. 예시: Telegram 게이트웨이를 켜면 마법사가 토큰 입력과 검증까지 안내합니다.",Content
webhook,웹훅,Webhook,gateway,2007,외부 서비스가 이벤트 발생 시 지정된 URL로 HTTP 요청을 보내 에이전트를 깨우는 통합 방식. 폴링 없이 이벤트 기반으로 반응할 수 있습니다. 예시: GitHub 저장소에 이슈가 생기면 웹훅이 Hermes를 호출해 자동으로 분류하게 만들 수 있습니다.,Content
api-server,API 서버 어댑터,API Server Adapter,gateway,2025,Hermes를 HTTP API로 노출하는 플랫폼 어댑터. 다른 프로그램이 메신저 없이 직접 에이전트를 호출할 수 있게 합니다. 예시: 사내 시스템이 REST 호출로 Hermes에게 질문을 보내고 JSON 응답을 받는 구성입니다.,Content
triage-sweeper,트리아지 스위퍼,Triage Sweeper,ops,2025,"열린 PR·이슈를 자동으로 검토·분류하는 자동화 에이전트. '이미 구현됨/재현 불가/비일관' 세 사유로만 닫을 수 있고, 취향에 따른 거절 판단은 사람 몫으로 남깁니다. 예시: AGENTS.md의 기여 루브릭이 스위퍼가 '닫으면 안 되는 경우'를 판단하는 기준으로 쓰입니다.",Content
optional-skills,옵션 스킬,Optional Skills,memory,2025,저장소에 함께 배포되지만 기본 활성화되지 않는 무겁거나 특수한 스킬들(`optional-skills/`). 기본 설치를 가볍게 유지하면서 선택적으로 켤 수 있습니다. 예시: 특정 서비스 연동처럼 일부 사용자만 쓰는 절차가 옵션 스킬로 배포됩니다.,Content
trajectory,트래젝토리 (실행 궤적),Trajectory,ops,1950년대(제어)·2022(LLM 에이전트),"에이전트가 작업을 수행한 전체 기록(모델 호출, 도구 호출, 관찰의 시퀀스). 평가·디버깅·학습 데이터의 원천이며, Hermes의 trajectory_compressor 같은 연구 도구가 이를 다룹니다. 예시: SWE-bench 평가에서 '이슈 → 40번의 도구 호출 → 패치 제출'까지의 전 과정 로그가 하나의 트래젝토리입니다.",Content
class-llm,LLM 기초,llm,llm,,분류(Content Class): LLM 기초,ContentClass
class-agent,에이전트 코어·대화 루프,agent,agent,,분류(Content Class): 에이전트 코어·대화 루프,ContentClass
class-tools,도구 시스템,tools,tools,,분류(Content Class): 도구 시스템,ContentClass
class-context,프롬프트·컨텍스트,context,context,,분류(Content Class): 프롬프트·컨텍스트,ContentClass
class-memory,메모리·자기개선,memory,memory,,분류(Content Class): 메모리·자기개선,ContentClass
class-state,상태·영속성·검색,state,state,,분류(Content Class): 상태·영속성·검색,ContentClass
class-gateway,게이트웨이·인터페이스,gateway,gateway,,분류(Content Class): 게이트웨이·인터페이스,ContentClass
class-protocol,프로토콜·상호운용,protocol,protocol,,분류(Content Class): 프로토콜·상호운용,ContentClass
class-infra,실행 환경·인프라,infra,infra,,분류(Content Class): 실행 환경·인프라,ContentClass
class-security,보안,security,security,,분류(Content Class): 보안,ContentClass
class-design,설계 원칙·프로젝트 용어,design,design,,분류(Content Class): 설계 원칙·프로젝트 용어,ContentClass
class-ops,크론·플러그인·부가 서브시스템,ops,ops,,분류(Content Class): 크론·플러그인·부가 서브시스템,ContentClass
class-learning,모델 학습·적응,learning,learning,,분류(Content Class): 모델 학습·적응,ContentClass
